eventTime,rootSeq,sourceDevice,deviceType,sensorDeviceId,sensorSeq,frequencyHz,voltageL1,voltageL2,voltageL3,ingestTime,avg_voltage,voltage_spread,time_gap_seconds
2026-03-31 14:51:37.900000,10,K300_edge_device,micropmu,micropmu-01,10,49.8664093,217.8294373,218.4867249,219.4380188,2026-03-31 14:51:32.594,218.58472700000002,1.6085815000000139,5.0
2026-03-31 14:51:42.900000,11,K300_edge_device,micropmu,micropmu-01,11,49.86346054,217.8050995,218.6376343,219.3261566,2026-03-31 14:51:37.579,218.58963013333334,1.5210570999999788,5.0
2026-03-31 14:51:47.900000,12,K300_edge_device,micropmu,micropmu-01,12,49.86351395,217.8170624,218.5187531,219.2430267,2026-03-31 14:51:42.782,218.52628073333332,1.425964300000004,5.0
2026-03-31 14:51:52.900000,13,K300_edge_device,micropmu,micropmu-01,13,49.87018967,217.94487,218.6259003,219.397522,2026-03-31 14:51:47.564,218.65609743333334,1.4526520000000005,5.0
2026-03-31 14:51:57.900000,14,K300_edge_device,micropmu,micropmu-01,14,49.8682251,217.9787598,218.6758575,219.5201111,2026-03-31 14:51:52.550,218.72490946666667,1.5413513000000023,5.0
2026-03-31 14:52:02.900000,15,K300_edge_device,micropmu,micropmu-01,15,49.86290741,217.8564148,218.4129944,219.3709564,2026-03-31 14:51:57.567,218.54678853333334,1.5145416000000012,5.0
2026-03-31 14:52:07.900000,16,K300_edge_device,micropmu,micropmu-01,16,49.87237549,217.8938599,218.480896,219.3982086,2026-03-31 14:52:02.599,218.59098816666665,1.5043487000000084,5.0
2026-03-31 14:52:12.900000,17,K300_edge_device,micropmu,micropmu-01,17,49.85906982,217.3775177,217.9459686,219.1935425,2026-03-31 14:52:07.569,218.17234293333334,1.816024800000008,5.0
2026-03-31 14:52:17.900000,18,K300_edge_device,micropmu,micropmu-01,18,49.86401367,217.4033813,218.0307159,219.2706757,2026-03-31 14:52:12.570,218.2349243,1.8672943999999916,5.0
2026-03-31 14:52:22.900000,19,K300_edge_device,micropmu,micropmu-01,19,49.87158585,217.4261627,217.9949188,219.2822876,2026-03-31 14:52:17.601,218.23445636666668,1.8561248999999975,5.0
2026-03-31 14:52:27.900000,20,K300_edge_device,micropmu,micropmu-01,20,49.86560059,217.6090546,217.9347534,219.440979,2026-03-31 14:52:22.586,218.32826233333333,1.8319243999999912,5.0
2026-03-31 14:52:32.900000,21,K300_edge_device,micropmu,micropmu-01,21,49.86532593,217.678299,217.9268951,219.3398132,2026-03-31 14:52:27.571,218.31500243333335,1.6615141999999992,5.0
2026-03-31 14:52:37.900000,22,K300_edge_device,micropmu,micropmu-01,22,49.87192154,217.3864288,218.1154327,219.2964478,2026-03-31 14:52:32.559,218.2661031,1.9100190000000055,5.0
2026-03-31 14:52:42.900000,23,K300_edge_device,micropmu,micropmu-01,23,49.87018585,217.6325836,218.3234406,219.3791199,2026-03-31 14:52:37.567,218.44504803333334,1.7465363000000025,5.0
2026-03-31 14:52:47.900000,24,K300_edge_device,micropmu,micropmu-01,24,49.87511063,217.6398773,218.1959381,219.2522583,2026-03-31 14:52:42.568,218.36269123333332,1.6123809999999992,5.0
2026-03-31 14:52:52.900000,25,K300_edge_device,micropmu,micropmu-01,25,49.87904739,217.7789612,218.3616943,219.3434143,2026-03-31 14:52:47.584,218.49468993333335,1.5644531000000086,5.0
2026-03-31 14:52:57.900000,26,K300_edge_device,micropmu,micropmu-01,26,49.87777328,217.8677673,218.5098419,219.4471436,2026-03-31 14:52:52.568,218.60825093333332,1.579376300000007,5.0
2026-03-31 14:53:02.900000,27,K300_edge_device,micropmu,micropmu-01,27,49.88224411,217.6481323,218.5795288,219.3718719,2026-03-31 14:52:57.600,218.53317766666666,1.723739600000016,5.0
2026-03-31 14:53:07.900000,28,K300_edge_device,micropmu,micropmu-01,28,49.87944412,217.7238922,218.5165558,219.2926025,2026-03-31 14:53:02.586,218.51101683333331,1.5687102999999922,5.0
2026-03-31 14:53:12.900000,29,K300_edge_device,micropmu,micropmu-01,29,49.87327194,217.8354492,218.4899597,219.3009033,2026-03-31 14:53:07.584,218.54210406666667,1.465454099999988,5.0
2026-03-31 14:53:17.900000,30,K300_edge_device,micropmu,micropmu-01,30,49.88396454,218.1103516,218.8078766,219.3464355,2026-03-31 14:53:12.573,218.7548879,1.2360839000000112,5.0
2026-03-31 14:53:22.900000,31,K300_edge_device,micropmu,micropmu-01,31,49.8763504,217.9195099,218.5207214,219.1883392,2026-03-31 14:53:17.559,218.54285683333333,1.268829299999993,5.0
2026-03-31 14:53:27.900000,32,K300_edge_device,micropmu,micropmu-01,32,49.87485123,218.0493927,218.5291443,219.2779083,2026-03-31 14:53:22.575,218.6188151,1.2285156000000086,5.0
2026-03-31 14:53:32.900000,33,K300_edge_device,micropmu,micropmu-01,33,49.87637329,218.0103302,218.600708,219.325531,2026-03-31 14:53:27.545,218.64552306666667,1.3152008000000137,5.0
2026-03-31 14:53:37.900000,34,K300_edge_device,micropmu,micropmu-01,34,49.87173843,217.9576416,218.4248199,219.1551056,2026-03-31 14:53:32.577,218.51252236666664,1.197464000000025,5.0
2026-03-31 14:53:42.900000,35,K300_edge_device,micropmu,micropmu-01,35,49.87467575,217.8057404,218.1933899,219.1735687,2026-03-31 14:53:37.561,218.39089966666666,1.3678283000000135,5.0
2026-03-31 14:53:47.900000,36,K300_edge_device,micropmu,micropmu-01,36,49.8750267,217.8142548,218.2480774,219.2567902,2026-03-31 14:53:42.594,218.43970746666665,1.4425354000000254,5.0
2026-03-31 14:53:52.900000,37,K300_edge_device,micropmu,micropmu-01,37,49.87892914,217.9284668,218.4742432,219.1529846,2026-03-31 14:53:47.703,218.51856486666665,1.224517800000001,5.0
2026-03-31 14:53:57.900000,38,K300_edge_device,micropmu,micropmu-01,38,49.88069916,217.8385925,218.5085907,219.0923462,2026-03-31 14:53:52.595,218.47984313333336,1.2537537000000043,5.0
2026-03-31 14:54:02.900000,39,K300_edge_device,micropmu,micropmu-01,39,49.86572647,217.6196136,218.3993988,219.1606445,2026-03-31 14:53:58.004,218.3932189666667,1.5410308999999813,5.0
2026-03-31 14:54:07.900000,40,K300_edge_device,micropmu,micropmu-01,40,49.866436,217.8706665,218.5951691,219.224884,2026-03-31 14:54:02.617,218.56357319999998,1.3542175000000043,5.0
2026-03-31 14:54:12.900000,41,K300_edge_device,micropmu,micropmu-01,41,49.86941528,217.647522,218.4630127,219.1607819,2026-03-31 14:54:07.602,218.4237722,1.51325989999998,5.0
2026-03-31 14:54:17.900000,42,K300_edge_device,micropmu,micropmu-01,42,49.86723709,217.894577,218.6471405,219.4918213,2026-03-31 14:54:12.714,218.67784626666665,1.5972442999999998,5.0
2026-03-31 14:54:22.900000,43,K300_edge_device,micropmu,micropmu-01,43,49.87730026,218.1089325,218.6367493,219.6803131,2026-03-31 14:54:17.576,218.80866496666667,1.5713805999999977,5.0
2026-03-31 14:54:27.900000,44,K300_edge_device,micropmu,micropmu-01,44,49.87884903,218.0915527,218.7915649,219.681427,2026-03-31 14:54:22.561,218.8548482,1.5898743000000195,5.0
2026-03-31 14:54:32.900000,45,K300_edge_device,micropmu,micropmu-01,45,49.87834167,217.9436188,218.7150574,219.6377563,2026-03-31 14:54:27.579,218.7654775,1.6941375000000107,5.0
2026-03-31 14:54:37.900000,46,K300_edge_device,micropmu,micropmu-01,46,49.88091278,217.6419525,218.772171,219.3877869,2026-03-31 14:54:32.565,218.6006368,1.7458344000000068,5.0
2026-03-31 14:54:42.900000,47,K300_edge_device,micropmu,micropmu-01,47,49.88208008,217.7674103,218.6753235,219.4098053,2026-03-31 14:54:37.556,218.61751303333332,1.6423949999999934,5.0
2026-03-31 14:54:47.900000,48,K300_edge_device,micropmu,micropmu-01,48,49.88635254,217.9179382,218.5996399,219.3494263,2026-03-31 14:54:42.618,218.6223348,1.4314880999999957,5.0
2026-03-31 14:54:52.900000,49,K300_edge_device,micropmu,micropmu-01,49,49.88352585,217.9844818,218.5879974,219.3628845,2026-03-31 14:54:47.603,218.6451212333333,1.3784027000000094,5.0
2026-03-31 14:54:57.900000,50,K300_edge_device,micropmu,micropmu-01,50,49.8896904,218.2561188,218.6141205,219.5810394,2026-03-31 14:54:52.934,218.8170929,1.3249206000000129,5.0
2026-03-31 14:55:02.900000,51,K300_edge_device,micropmu,micropmu-01,51,49.88955307,218.0816956,218.5372314,219.4958038,2026-03-31 14:54:57.735,218.70491026666664,1.4141082000000154,5.0
2026-03-31 14:55:07.900000,52,K300_edge_device,micropmu,micropmu-01,52,49.88183594,218.1029205,218.6467743,219.6401978,2026-03-31 14:55:02.581,218.79663086666667,1.5372772999999995,5.0
2026-03-31 14:55:12.900000,53,K300_edge_device,micropmu,micropmu-01,53,49.88654327,217.9743652,218.6323395,219.5466766,2026-03-31 14:55:07.584,218.7177937666667,1.572311400000018,5.0
2026-03-31 14:55:17.900000,54,K300_edge_device,micropmu,micropmu-01,54,49.88129425,217.8905029,218.7600708,219.4651184,2026-03-31 14:55:12.570,218.7052307,1.574615499999993,5.0
2026-03-31 14:55:22.900000,55,K300_edge_device,micropmu,micropmu-01,55,49.88989258,217.8792572,218.8522491,219.3917847,2026-03-31 14:55:17.574,218.70776366666666,1.512527499999976,5.0
2026-03-31 14:55:27.900000,56,K300_edge_device,micropmu,micropmu-01,56,49.88099289,217.7812042,218.7245331,219.3387146,2026-03-31 14:55:22.591,218.6148173,1.5575104000000124,5.0
2026-03-31 14:55:32.900000,57,K300_edge_device,micropmu,micropmu-01,57,49.88828659,217.8982849,218.7941589,219.6536255,2026-03-31 14:55:27.561,218.78202309999998,1.755340600000011,5.0
2026-03-31 14:55:37.900000,58,K300_edge_device,micropmu,micropmu-01,58,49.88296127,217.7252045,218.6069794,219.7308044,2026-03-31 14:55:32.625,218.68766276666668,2.0055999000000213,5.0
2026-03-31 14:55:42.900000,59,K300_edge_device,micropmu,micropmu-01,59,49.87868881,217.7828827,218.4728699,219.7614441,2026-03-31 14:55:37.551,218.6723989,1.978561400000018,5.0
2026-03-31 14:55:47.900000,60,K300_edge_device,micropmu,micropmu-01,60,49.8874855,217.8616028,218.7135925,219.7801666,2026-03-31 14:55:42.792,218.78512063333335,1.9185638000000154,5.0
2026-03-31 14:55:52.900000,61,K300_edge_device,micropmu,micropmu-01,61,49.8849411,218.0972443,218.8696899,219.883316,2026-03-31 14:55:47.621,218.9500834,1.786071700000008,5.0
2026-03-31 14:55:54.900000,62,K300_edge_device,micropmu,micropmu-01,62,49.88647461,217.9194336,218.7532043,219.7768402,2026-03-31 14:55:53.669,218.8164927,1.8574066000000187,2.0
2026-03-31 14:56:03.900000,63,K300_edge_device,micropmu,micropmu-01,63,49.89495468,218.201889,218.9942017,219.9234772,2026-03-31 14:55:57.810,219.03985596666666,1.7215882000000136,9.0
2026-03-31 14:56:08.900000,64,K300_edge_device,micropmu,micropmu-01,64,49.89679718,218.1730804,218.957962,219.951889,2026-03-31 14:56:03.360,219.0276438,1.7788085999999907,5.0
2026-03-31 14:56:13.900000,65,K300_edge_device,micropmu,micropmu-01,65,49.89063644,217.8118134,218.5874023,219.8130951,2026-03-31 14:56:08.018,218.73743693333336,2.0012816999999927,5.0
2026-03-31 14:56:18.900000,66,K300_edge_device,micropmu,micropmu-01,66,49.88856125,217.8991852,218.7727814,219.8045044,2026-03-31 14:56:12.910,218.82549033333336,1.905319200000008,5.0
2026-03-31 14:56:23.900000,67,K300_edge_device,micropmu,micropmu-01,67,49.89111328,217.8233337,218.6721191,219.587738,2026-03-31 14:56:17.927,218.69439693333334,1.7644042999999954,5.0
2026-03-31 14:56:28.900000,68,K300_edge_device,micropmu,micropmu-01,68,49.8893013,217.7312775,218.7124634,219.5124512,2026-03-31 14:56:22.914,218.65206403333332,1.7811736999999823,5.0
2026-03-31 14:56:33.900000,69,K300_edge_device,micropmu,micropmu-01,69,49.89310074,217.6808014,218.8427582,219.5705109,2026-03-31 14:56:27.961,218.6980235,1.8897094999999808,5.0
2026-03-31 14:56:38.900000,70,K300_edge_device,micropmu,micropmu-01,70,49.88949585,217.7545624,218.838501,219.6114197,2026-03-31 14:56:32.962,218.7348277,1.8568573000000015,5.0
2026-03-31 14:56:43.900000,71,K300_edge_device,micropmu,micropmu-01,71,49.90536499,218.0194092,219.0700378,219.546936,2026-03-31 14:56:37.932,218.87879433333333,1.5275267999999755,5.0
2026-03-31 14:56:48.900000,72,K300_edge_device,micropmu,micropmu-01,72,49.90168381,218.1400757,219.1668854,219.8374481,2026-03-31 14:56:42.979,219.0481364,1.6973723999999777,5.0
2026-03-31 14:56:53.900000,73,K300_edge_device,micropmu,micropmu-01,73,49.90792084,218.0665741,219.1473694,219.6889191,2026-03-31 14:56:48.012,218.9676208666667,1.6223449999999957,5.0
2026-03-31 14:56:58.900000,74,K300_edge_device,micropmu,micropmu-01,74,49.89907837,217.9072266,218.8058929,219.7050476,2026-03-31 14:56:52.967,218.8060557,1.797820999999999,5.0
2026-03-31 14:57:03.900000,75,K300_edge_device,micropmu,micropmu-01,75,49.90364075,217.8964081,218.9285583,219.7517853,2026-03-31 14:56:58.186,218.8589172333333,1.8553771999999924,5.0
2026-03-31 14:57:08.900000,76,K300_edge_device,micropmu,micropmu-01,76,49.89909363,218.1383514,218.83992,219.8661346,2026-03-31 14:57:02.984,218.94813533333334,1.7277832000000046,5.0
2026-03-31 14:57:13.900000,77,K300_edge_device,micropmu,micropmu-01,77,49.90634918,218.1490326,218.5365295,219.8725433,2026-03-31 14:57:07.956,218.85270179999998,1.7235106999999914,5.0
2026-03-31 14:57:18.900000,78,K300_edge_device,micropmu,micropmu-01,78,49.90435791,218.2580109,218.2843475,219.6250458,2026-03-31 14:57:12.971,218.72246806666666,1.3670349000000215,5.0
2026-03-31 14:57:23.900000,79,K300_edge_device,micropmu,micropmu-01,79,49.90185165,218.2480621,218.3790894,219.5480957,2026-03-31 14:57:18.159,218.7250824,1.3000336000000061,5.0
2026-03-31 14:57:28.900000,80,K300_edge_device,micropmu,micropmu-01,80,49.90987396,218.3638306,218.6195221,219.7827454,2026-03-31 14:57:23.128,218.92203270000002,1.4189148000000102,5.0
2026-03-31 14:57:33.900000,81,K300_edge_device,micropmu,micropmu-01,81,49.91543961,218.1180115,218.0688629,219.5077515,2026-03-31 14:57:28.099,218.5648753,1.4388886000000127,5.0
2026-03-31 14:57:38.900000,82,K300_edge_device,micropmu,micropmu-01,82,49.92029572,218.12146,218.1924744,219.6185303,2026-03-31 14:57:32.913,218.6441549,1.49707029999999,5.0
2026-03-31 14:57:43.900000,83,K300_edge_device,micropmu,micropmu-01,83,49.94394684,218.2803497,218.341629,220.0822601,2026-03-31 14:57:38.069,218.90141293333332,1.8019104000000254,5.0
2026-03-31 14:57:48.900000,84,K300_edge_device,micropmu,micropmu-01,84,49.96051407,218.5696411,218.6192474,220.1789856,2026-03-31 14:57:42.946,219.1226247,1.6093444999999917,5.0
2026-03-31 14:57:53.900000,85,K300_edge_device,micropmu,micropmu-01,85,49.98141098,218.5527039,218.776535,220.0255432,2026-03-31 14:57:47.946,219.11826069999998,1.4728392999999755,5.0
2026-03-31 14:57:58.900000,86,K300_edge_device,micropmu,micropmu-01,86,49.981987,218.4269104,218.7823334,220.0426941,2026-03-31 14:57:52.947,219.0839793,1.6157837000000086,5.0
2026-03-31 14:58:03.900000,87,K300_edge_device,micropmu,micropmu-01,87,49.97887802,218.4451447,218.7902832,220.1110077,2026-03-31 14:57:58.058,219.11547853333332,1.6658630000000016,5.0
2026-03-31 14:58:08.900000,88,K300_edge_device,micropmu,micropmu-01,88,49.98336411,218.5293427,218.9256592,220.1706696,2026-03-31 14:58:02.961,219.20855716666665,1.6413268999999957,5.0
2026-03-31 14:58:13.900000,89,K300_edge_device,micropmu,micropmu-01,89,49.98049927,218.3443451,218.790863,220.1328125,2026-03-31 14:58:07.946,219.0893402,1.7884674000000018,5.0
2026-03-31 14:58:18.900000,90,K300_edge_device,micropmu,micropmu-01,90,49.96958542,217.9977264,218.8242645,220.074646,2026-03-31 14:58:12.951,218.96554563333333,2.0769195999999965,5.0
2026-03-31 14:58:23.900000,91,K300_edge_device,micropmu,micropmu-01,91,49.97719193,218.1129608,218.7258301,220.0092163,2026-03-31 14:58:18.013,218.94933573333333,1.8962554999999952,5.0
2026-03-31 14:58:28.900000,92,K300_edge_device,micropmu,micropmu-01,92,49.9863472,218.2845001,218.5153046,220.0715027,2026-03-31 14:58:22.955,218.95710246666667,1.787002599999994,5.0
2026-03-31 14:58:33.900000,93,K300_edge_device,micropmu,micropmu-01,93,49.98358917,218.3835754,218.5927277,219.9269104,2026-03-31 14:58:28.068,218.96773783333333,1.5433349999999848,5.0
2026-03-31 14:58:38.900000,94,K300_edge_device,micropmu,micropmu-01,94,49.99835968,218.4668732,218.7756195,219.9078217,2026-03-31 14:58:32.929,219.0501048,1.4409484999999904,5.0
2026-03-31 14:58:43.900000,95,K300_edge_device,micropmu,micropmu-01,95,50.00222778,218.3801422,219.0882111,219.8176117,2026-03-31 14:58:37.883,219.09532166666668,1.4374694999999917,5.0
2026-03-31 14:58:48.900000,96,K300_edge_device,micropmu,micropmu-01,96,50.01018524,218.7776184,219.0458679,220.0970001,2026-03-31 14:58:43.124,219.30682880000003,1.319381700000008,5.0
2026-03-31 14:58:53.900000,97,K300_edge_device,micropmu,micropmu-01,97,50.00932312,218.6130829,218.9055176,220.189682,2026-03-31 14:58:47.990,219.23609416666667,1.57659910000001,5.0
2026-03-31 14:58:58.900000,98,K300_edge_device,micropmu,micropmu-01,98,50.02386093,218.5749664,218.7312775,220.0829468,2026-03-31 14:58:52.977,219.12973023333333,1.507980400000008,5.0
2026-03-31 14:59:03.900000,99,K300_edge_device,micropmu,micropmu-01,99,50.03050995,218.3978729,218.6210938,219.8101807,2026-03-31 14:58:58.059,218.94304913333335,1.4123077999999794,5.0
2026-03-31 14:59:08.900000,100,K300_edge_device,micropmu,micropmu-01,100,50.02390289,218.2588654,218.7987976,219.8040924,2026-03-31 14:59:02.923,218.95391846666666,1.5452270000000112,5.0
2026-03-31 14:59:13.900000,101,K300_edge_device,micropmu,micropmu-01,101,50.02759933,218.4999542,219.0391541,220.021347,2026-03-31 14:59:07.939,219.18681843333331,1.521392800000001,5.0
2026-03-31 14:59:18.900000,102,K300_edge_device,micropmu,micropmu-01,102,50.02949142,218.5303192,219.0227814,220.1143951,2026-03-31 14:59:13.023,219.22249856666667,1.5840758999999878,5.0
2026-03-31 14:59:23.900000,103,K300_edge_device,micropmu,micropmu-01,103,50.03208542,218.7463837,219.2357635,220.2314758,2026-03-31 14:59:17.976,219.404541,1.4850921000000028,5.0
2026-03-31 14:59:28.900000,104,K300_edge_device,micropmu,micropmu-01,104,50.04172516,218.4923859,219.2691956,220.3825989,2026-03-31 14:59:22.900,219.38139346666665,1.890213000000017,5.0
2026-03-31 14:59:33.900000,105,K300_edge_device,micropmu,micropmu-01,105,50.04990005,218.5835114,219.2662506,220.5340271,2026-03-31 14:59:28.214,219.46126303333335,1.950515700000011,5.0
2026-03-31 14:59:38.900000,106,K300_edge_device,micropmu,micropmu-01,106,50.05762482,218.7819214,219.4022217,220.5109863,2026-03-31 14:59:33.122,219.56504313333335,1.7290649000000258,5.0
2026-03-31 14:59:43.900000,107,K300_edge_device,micropmu,micropmu-01,107,50.05849838,218.7618256,219.3640594,220.4706573,2026-03-31 14:59:37.954,219.53218076666667,1.7088316999999904,5.0
2026-03-31 14:59:48.900000,108,K300_edge_device,micropmu,micropmu-01,108,50.05029297,218.7193451,219.4664917,220.5600739,2026-03-31 14:59:43.079,219.58197023333332,1.8407287999999937,5.0
2026-03-31 14:59:53.900000,109,K300_edge_device,micropmu,micropmu-01,109,50.03993988,218.7892303,219.3857269,220.4301758,2026-03-31 14:59:47.986,219.53504433333333,1.6409454999999866,5.0
2026-03-31 14:59:58.900000,110,K300_edge_device,micropmu,micropmu-01,110,50.04173279,218.7341919,219.3075867,220.35289,2026-03-31 14:59:52.909,219.46488953333335,1.618698099999989,5.0
2026-03-31 15:00:03.900000,111,K300_edge_device,micropmu,micropmu-01,111,50.04774475,218.8304443,219.4782562,220.3826752,2026-03-31 14:59:58.051,219.56379189999998,1.5522308999999836,5.0
2026-03-31 15:00:08.900000,112,K300_edge_device,micropmu,micropmu-01,112,50.05325699,218.5380402,219.3805695,220.1988525,2026-03-31 15:00:03.023,219.37248740000004,1.660812299999975,5.0
2026-03-31 15:00:13.900000,113,K300_edge_device,micropmu,micropmu-01,113,50.05068207,218.5276031,218.9387207,220.1636963,2026-03-31 15:00:07.963,219.2100067,1.6360932000000048,5.0
2026-03-31 15:00:18.900000,114,K300_edge_device,micropmu,micropmu-01,114,50.05062485,218.8908234,219.3916626,220.4817963,2026-03-31 15:00:13.059,219.5880941,1.5909729000000254,5.0
2026-03-31 15:00:23.900000,115,K300_edge_device,micropmu,micropmu-01,115,50.04608536,218.5648193,219.3834839,220.6143494,2026-03-31 15:00:17.980,219.52088419999998,2.0495300999999984,5.0
2026-03-31 15:00:28.900000,116,K300_edge_device,micropmu,micropmu-01,116,50.04637527,218.4801788,219.3141937,220.5606384,2026-03-31 15:00:23.012,219.45167030000002,2.0804595999999833,5.0
2026-03-31 15:00:33.900000,117,K300_edge_device,micropmu,micropmu-01,117,50.03129196,218.2935638,218.8817139,220.3011322,2026-03-31 15:00:28.044,219.15880330000002,2.007568400000025,5.0
2026-03-31 15:00:38.900000,118,K300_edge_device,micropmu,micropmu-01,118,50.02153397,218.545639,218.9890137,220.2506866,2026-03-31 15:00:32.936,219.26177976666668,1.7050476000000003,5.0
2026-03-31 15:00:43.900000,119,K300_edge_device,micropmu,micropmu-01,119,50.02980042,218.6847992,219.0591278,220.240387,2026-03-31 15:00:37.984,219.3281046666667,1.555587800000012,5.0
2026-03-31 15:00:48.900000,120,K300_edge_device,micropmu,micropmu-01,120,50.02577972,218.7001038,219.2936096,220.1660614,2026-03-31 15:00:42.969,219.38659159999997,1.4659575999999959,5.0
2026-03-31 15:00:53.900000,121,K300_edge_device,micropmu,micropmu-01,121,50.02889633,218.8888397,219.3687286,220.4099121,2026-03-31 15:00:47.969,219.5558268,1.5210724000000084,5.0
2026-03-31 15:00:58.900000,122,K300_edge_device,micropmu,micropmu-01,122,50.02929306,218.6119843,219.4194794,220.1577911,2026-03-31 15:00:53.250,219.3964182666667,1.5458068000000083,5.0
2026-03-31 15:01:03.900000,123,K300_edge_device,micropmu,micropmu-01,123,50.01706696,218.5939026,219.3568573,219.9779053,2026-03-31 15:00:57.971,219.30955506666666,1.3840026999999964,5.0
2026-03-31 15:01:08.900000,124,K300_edge_device,micropmu,micropmu-01,124,49.97919083,218.5648956,219.3495483,219.8515625,2026-03-31 15:01:02.925,219.25533546666668,1.2866669000000002,5.0
2026-03-31 15:01:13.900000,125,K300_edge_device,micropmu,micropmu-01,125,49.96505737,218.6268616,219.3110962,220.0713348,2026-03-31 15:01:08.050,219.33643086666666,1.444473199999976,5.0
2026-03-31 15:01:18.900000,126,K300_edge_device,micropmu,micropmu-01,126,49.96152496,218.263855,219.0681305,220.1048279,2026-03-31 15:01:12.974,219.14560446666667,1.840972899999997,5.0
2026-03-31 15:01:23.900000,127,K300_edge_device,micropmu,micropmu-01,127,49.95842743,218.2799835,219.1443329,219.9492645,2026-03-31 15:01:17.944,219.12452696666665,1.6692810000000122,5.0
2026-03-31 15:01:28.900000,128,K300_edge_device,micropmu,micropmu-01,128,49.95200729,218.0625458,218.8489838,219.9648895,2026-03-31 15:01:23.178,218.95880636666666,1.9023436999999888,5.0
2026-03-31 15:01:33.900000,129,K300_edge_device,micropmu,micropmu-01,129,49.9527359,218.0306702,218.8248749,220.0363464,2026-03-31 15:01:28.041,218.9639638333333,2.0056762000000106,5.0
2026-03-31 15:01:38.900000,130,K300_edge_device,micropmu,micropmu-01,130,49.95868683,218.3020935,218.8718262,220.0604401,2026-03-31 15:01:32.980,219.07811993333334,1.7583465999999817,5.0
2026-03-31 15:01:43.900000,131,K300_edge_device,micropmu,micropmu-01,131,49.9549942,218.1114502,218.4317627,219.9319916,2026-03-31 15:01:38.012,218.82506816666668,1.8205413999999962,5.0
2026-03-31 15:01:48.900000,132,K300_edge_device,micropmu,micropmu-01,132,49.94588852,218.2206573,218.4728088,220.2148743,2026-03-31 15:01:42.952,218.96944680000001,1.994216999999992,5.0
2026-03-31 15:01:53.900000,133,K300_edge_device,micropmu,micropmu-01,133,49.94261169,217.9724121,218.3001709,219.991806,2026-03-31 15:01:47.942,218.75479633333336,2.019393899999983,5.0
2026-03-31 15:01:58.900000,134,K300_edge_device,micropmu,micropmu-01,134,49.94920349,218.1700592,218.2503052,219.9671783,2026-03-31 15:01:53.196,218.79584756666668,1.7971191000000033,5.0
2026-03-31 15:02:03.900000,135,K300_edge_device,micropmu,micropmu-01,135,49.94454575,218.2864075,218.1717072,219.9463959,2026-03-31 15:01:57.980,218.80150353333332,1.7746887000000129,5.0
2026-03-31 15:02:08.900000,136,K300_edge_device,micropmu,micropmu-01,136,49.92762756,218.0385437,217.8150024,219.8246307,2026-03-31 15:02:03.153,218.5593922666667,2.009628300000003,5.0
2026-03-31 15:02:13.900000,137,K300_edge_device,micropmu,micropmu-01,137,49.92780685,218.0807953,217.9628448,219.8526917,2026-03-31 15:02:08.155,218.6321106,1.889846900000009,5.0
2026-03-31 15:02:18.900000,138,K300_edge_device,micropmu,micropmu-01,138,49.91300964,218.0493164,218.0208435,219.8761444,2026-03-31 15:02:13.000,218.6487681,1.8553008999999747,5.0
